interface_id,kind,label,method,path_or_interface,data_type,package,field_count,fields_json,usage_count,modules,relationships,verified_example_ids,verified_phases,source_evidence,standalone_doc
ros:topic:/multi_robot/change_mission_status_response,ros_topic,/multi_robot/change_mission_status_response,,/multi_robot/change_mission_status_response,c2_msgs/msg/ChangeMissionStatusResponse,,3,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""message"",""type"":""uint8"",""name"":""mission_status""},{""section"":""message"",""type"":""string<=2000"",""name"":""error_message""}]",3,Centralized Coordination; Old REST Bridge,Centralized Coordination: publishes; Old REST Bridge: subscribes,approve_status_response_ros; start_status_response_ros,APPROVE; START,backend/fog/command-control/src/backend/ros2-rest-api/ros2_ws/src/c2_ros2_rest_api/src/c2_rest.cpp:57; backend/fog/centralized-coordination/src/centralized_coordination/src/mission_manager.cpp:137; backend/fog/centralized-coordination/src/centralized_coordination/src/c2_interface_node.cpp:58,ros-topics/multi-robot-change-mission-status-response.md
ros:topic:/multi_robot/change_mission_vehicle_request,ros_topic,/multi_robot/change_mission_vehicle_request,,/multi_robot/change_mission_vehicle_request,c2_msgs/msg/ChangeMissionVehicleRequest,,3,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""message"",""type"":""string[]"",""name"":""vehicule_id_list""},{""section"":""message"",""type"":""uint8"",""name"":""vehicle_changes""}]",1,Centralized Coordination,Centralized Coordination: subscribes,,,backend/fog/centralized-coordination/src/centralized_coordination/src/c2_interface_node.cpp:60,ros-topics/multi-robot-change-mission-vehicle-request.md
ros:topic:/multi_robot/change_mission_vehicle_response,ros_topic,/multi_robot/change_mission_vehicle_response,,/multi_robot/change_mission_vehicle_response,c2_msgs/msg/ChangeMissionVehicleResponse,,1,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""}]",1,Centralized Coordination,Centralized Coordination: publishes,,,backend/fog/centralized-coordination/src/centralized_coordination/src/c2_interface_node.cpp:61,ros-topics/multi-robot-change-mission-vehicle-response.md
ros:topic:/multi_robot/edge/agent_profile,ros_topic,/multi_robot/edge/agent_profile,,/multi_robot/edge/agent_profile,std_msgs/msg/String,,1,"[{""section"":""message"",""type"":""string"",""name"":""data""}]",2,Edge Supervisor; Fleet Manager,Edge Supervisor: publishes; Fleet Manager: subscribes,edge_agent_profile,robot discovery,backend/edge/agent-tasks-supervisor/ros2ws/src/agent_tasks_supervisor/src/agent_tasks_supervisor_node.cpp:82; backend/fog/centralized-coordination/src/centralized_coordination/src/fleet_manager_node.cpp:77,ros-topics/multi-robot-edge-agent-profile.md
ros:topic:/multi_robot/edge/feedback,ros_topic,/multi_robot/edge/feedback,,/multi_robot/edge/feedback,task_msgs/msg/Feedback,,4,"[{""section"":""message"",""type"":""string"",""name"":""agent_id""},{""section"":""message"",""type"":""uint8"",""name"":""state""},{""section"":""message"",""type"":""TaskFeedback[]"",""name"":""tasks""},{""section"":""message"",""type"":""nav_msgs/Odometry"",""name"":""odometry""}]",3,Centralized Coordination; Edge Supervisor; Fleet Manager,Centralized Coordination: subscribes; Edge Supervisor: publishes; Fleet Manager: subscribes,edge_feedback_completed,COMPLETED,backend/edge/agent-tasks-supervisor/ros2ws/src/agent_tasks_supervisor/src/agent_tasks_supervisor_node.cpp:78; backend/fog/centralized-coordination/src/centralized_coordination/src/mission_manager.cpp:96; backend/fog/centralized-coordination/src/centralized_coordination/src/fleet_manager_node.cpp:74,ros-topics/multi-robot-edge-feedback.md
ros:topic:/multi_robot/environment_data_get_version_request,ros_topic,/multi_robot/environment_data_get_version_request,,/multi_robot/environment_data_get_version_request,environment_msgs/msg/EnvironmentDataGetVersionRequest,,1,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""}]",1,Centralized Coordination,Centralized Coordination: subscribes,,,backend/fog/centralized-coordination/src/centralized_coordination/src/c2_interface_node.cpp:67,ros-topics/multi-robot-environment-data-get-version-request.md
ros:topic:/multi_robot/environment_data_get_version_response,ros_topic,/multi_robot/environment_data_get_version_response,,/multi_robot/environment_data_get_version_response,environment_msgs/msg/EnvironmentDataGetVersionResponse,,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""},{""section"":""message"",""type"":""uint32"",""name"":""version_nr""}]",1,Centralized Coordination,Centralized Coordination: publishes,,,backend/fog/centralized-coordination/src/centralized_coordination/src/c2_interface_node.cpp:68,ros-topics/multi-robot-environment-data-get-version-response.md
ros:topic:/multi_robot/environment_data_reset_request,ros_topic,/multi_robot/environment_data_reset_request,,/multi_robot/environment_data_reset_request,environment_msgs/msg/EnvironmentDataResetRequest,,1,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""}]",1,Centralized Coordination,Centralized Coordination: subscribes,,,backend/fog/centralized-coordination/src/centralized_coordination/src/c2_interface_node.cpp:63,ros-topics/multi-robot-environment-data-reset-request.md
ros:topic:/multi_robot/environment_data_reset_response,ros_topic,/multi_robot/environment_data_reset_response,,/multi_robot/environment_data_reset_response,environment_msgs/msg/EnvironmentDataResetResponse,,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""},{""section"":""message"",""type"":""uint8"",""name"":""result_status""}]",1,Centralized Coordination,Centralized Coordination: publishes,,,backend/fog/centralized-coordination/src/centralized_coordination/src/c2_interface_node.cpp:64,ros-topics/multi-robot-environment-data-reset-response.md
ros:topic:/multi_robot/environment_data_upload_request,ros_topic,/multi_robot/environment_data_upload_request,,/multi_robot/environment_data_upload_request,environment_msgs/msg/EnvironmentDataUploadRequest,,5,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""},{""section"":""message"",""type"":""uint32"",""name"":""version_nr""},{""section"":""message"",""type"":""string<=10000"",""name"":""insert_geojson""},{""section"":""message"",""type"":""string<=10000"",""name"":""update_geojson""},{""section"":""message"",""type"":""string<=5000"",""name"":""delete_json""}]",1,Centralized Coordination,Centralized Coordination: subscribes,,,backend/fog/centralized-coordination/src/centralized_coordination/src/c2_interface_node.cpp:65,ros-topics/multi-robot-environment-data-upload-request.md
ros:topic:/multi_robot/environment_data_upload_response,ros_topic,/multi_robot/environment_data_upload_response,,/multi_robot/environment_data_upload_response,environment_msgs/msg/EnvironmentDataUploadResponse,,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""request_id""},{""section"":""message"",""type"":""uint8"",""name"":""result_status""}]",1,Centralized Coordination,Centralized Coordination: publishes,,,backend/fog/centralized-coordination/src/centralized_coordination/src/c2_interface_node.cpp:66,ros-topics/multi-robot-environment-data-upload-response.md
ros:topic:/multi_robot/log,ros_topic,/multi_robot/log,,/multi_robot/log,c2_msgs/msg/SwarmLog,,4,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""message"",""type"":""string"",""name"":""log""},{""section"":""message"",""type"":""string"",""name"":""date""},{""section"":""message"",""type"":""uint8"",""name"":""log_type""}]",4,Centralized Coordination; Fleet Manager,Centralized Coordination: publishes; Centralized Coordination: subscribes; Fleet Manager: publishes,,,backend/fog/centralized-coordination/src/centralized_coordination/src/mission_manager.cpp:143; backend/fog/centralized-coordination/src/centralized_coordination/src/fleet_manager_node.cpp:54; backend/fog/centralized-coordination/src/centralized_coordination/src/orchestrator_node.cpp:51; backend/fog/centralized-coordination/src/centralized_coordination/src/orchestrator_node.cpp:64,ros-topics/multi-robot-log.md
ros:topic:/multi_robot/mission_feedback,ros_topic,/multi_robot/mission_feedback,,/multi_robot/mission_feedback,c2_msgs/msg/MissionFeedback,,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""message"",""type"":""string"",""name"":""mission_feedback""}]",2,Centralized Coordination,Centralized Coordination: publishes,mission_feedback_planned,PLANNED,backend/fog/centralized-coordination/src/centralized_coordination/src/mission_manager.cpp:133; backend/fog/centralized-coordination/src/centralized_coordination/src/c2_interface_node.cpp:71,ros-topics/multi-robot-mission-feedback.md
ros:topic:/multi_robot/mission_init_request,ros_topic,/multi_robot/mission_init_request,,/multi_robot/mission_init_request,c2_msgs/msg/InitMissionRequest,,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""message"",""type"":""string<=10000"",""name"":""mission_config""}]",2,Centralized Coordination; Old REST Bridge,Centralized Coordination: subscribes; Old REST Bridge: publishes,init_mission_ros,INIT,backend/fog/command-control/src/backend/ros2-rest-api/ros2_ws/src/c2_ros2_rest_api/src/c2_rest.cpp:55; backend/fog/centralized-coordination/src/centralized_coordination/src/c2_interface_node.cpp:54,ros-topics/multi-robot-mission-init-request.md
ros:topic:/multi_robot/mission_init_response,ros_topic,/multi_robot/mission_init_response,,/multi_robot/mission_init_response,c2_msgs/msg/InitMissionResponse,,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""message"",""type"":""string<=10000"",""name"":""mission_feedback""}]",2,Centralized Coordination; Old REST Bridge,Centralized Coordination: publishes; Old REST Bridge: subscribes,,,backend/fog/command-control/src/backend/ros2-rest-api/ros2_ws/src/c2_ros2_rest_api/src/c2_rest.cpp:54; backend/fog/centralized-coordination/src/centralized_coordination/src/c2_interface_node.cpp:55,ros-topics/multi-robot-mission-init-response.md
ros:topic:/multi_robot/planner/agent,ros_topic,/multi_robot/planner/agent,,/multi_robot/planner/agent,centralized_msgs/msg/Agent,,3,"[{""section"":""message"",""type"":""string"",""name"":""agent_id""},{""section"":""message"",""type"":""string"",""name"":""agent_profile""},{""section"":""message"",""type"":""nav_msgs/Odometry"",""name"":""odometry""}]",2,Fleet Manager; Legacy Planner,Fleet Manager: publishes; Legacy Planner: subscribes,planner_agent,robot discovery,backend/fog/centralized-coordination/src/centralized_coordination/src/fleet_manager_node.cpp:67; backend/fog/planner/ros2ws/src/planner/planner/planner_node.py:134,ros-topics/multi-robot-planner-agent.md
ros:topic:/multi_robot/planner/graph_image,ros_topic,/multi_robot/planner/graph_image,,/multi_robot/planner/graph_image,CompressedImage,,0,[],1,Legacy Planner,Legacy Planner: publishes,,,backend/fog/planner/ros2ws/src/planner/planner/planner_node.py:151,ros-topics/multi-robot-planner-graph-image.md
ros:topic:/multi_robot/planner/planner_calculated,ros_topic,/multi_robot/planner/planner_calculated,,/multi_robot/planner/planner_calculated,centralized_msgs/msg/PlanCalculated,,2,"[{""section"":""message"",""type"":""string"",""name"":""id""},{""section"":""message"",""type"":""string"",""name"":""plan""}]",1,Centralized Coordination,Centralized Coordination: subscribes,,,backend/fog/centralized-coordination/src/centralized_coordination/src/mission_manager.cpp:62,ros-topics/multi-robot-planner-planner-calculated.md
ros:topic:/multi_robot/planner/state,ros_topic,/multi_robot/planner/state,,/multi_robot/planner/state,std_msgs/msg/String,,1,"[{""section"":""message"",""type"":""string"",""name"":""data""}]",2,Centralized Coordination; Legacy Planner,Centralized Coordination: subscribes; Legacy Planner: publishes,planner_state_ready,planning,backend/fog/centralized-coordination/src/centralized_coordination/src/mission_manager.cpp:65; backend/fog/planner/ros2ws/src/planner/planner/planner_node.py:132,ros-topics/multi-robot-planner-state.md
ros:topic:/multi_robot/swarm_log,ros_topic,/multi_robot/swarm_log,,/multi_robot/swarm_log,c2_msgs/msg/SwarmLog,,4,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""mission_id""},{""section"":""message"",""type"":""string"",""name"":""log""},{""section"":""message"",""type"":""string"",""name"":""date""},{""section"":""message"",""type"":""uint8"",""name"":""log_type""}]",1,Centralized Coordination,Centralized Coordination: publishes,,,backend/fog/centralized-coordination/src/centralized_coordination/src/c2_interface_node.cpp:70,ros-topics/multi-robot-swarm-log.md
ros:topic:multi_robot/edge/connection_check,ros_topic,multi_robot/edge/connection_check,,multi_robot/edge/connection_check,std_msgs/msg/String,,1,"[{""section"":""message"",""type"":""string"",""name"":""data""}]",2,Edge Supervisor; Fleet Manager,Edge Supervisor: subscribes; Fleet Manager: publishes,,,backend/edge/agent-tasks-supervisor/ros2ws/src/agent_tasks_supervisor/src/agent_tasks_supervisor_node.cpp:86; backend/fog/centralized-coordination/src/centralized_coordination/src/fleet_manager_node.cpp:80,ros-topics/multi-robot-edge-connection-check.md
ros:topic:multi_robot/edge/node_init,ros_topic,multi_robot/edge/node_init,,multi_robot/edge/node_init,std_msgs/msg/String,,1,"[{""section"":""message"",""type"":""string"",""name"":""data""}]",1,Edge Supervisor,Edge Supervisor: publishes,,,backend/edge/agent-tasks-supervisor/ros2ws/src/agent_tasks_supervisor/src/agent_tasks_supervisor_node.cpp:75,ros-topics/multi-robot-edge-node-init.md
ros:topic:{autonomy_prefix}/edge/multi_robot/autonomy_set_objective,ros_topic,{autonomy_prefix}/edge/multi_robot/autonomy_set_objective,,{autonomy_prefix}/edge/multi_robot/autonomy_set_objective,autonomy_msgs/msg/AutonomySetObjective,,2,"[{""section"":""message"",""type"":""bool"",""name"":""null_objective""},{""section"":""message"",""type"":""AutonomyObjective"",""name"":""objective""}]",2,Edge Supervisor,Edge Supervisor: publishes; Edge Supervisor: subscribes,,,backend/edge/agent-tasks-supervisor/ros2ws/src/agent_tasks_supervisor/src/agent_tasks_supervisor_node.cpp:51; backend/edge/agent-tasks-supervisor/ros2ws/src/agent_tasks_supervisor/src/test/test_autonomy.cpp:40,ros-topics/autonomy-prefix-edge-multi-robot-autonomy-set-objective.md
ros:topic:{autonomy_prefix}/edge/multi_robot/autonomy_status,ros_topic,{autonomy_prefix}/edge/multi_robot/autonomy_status,,{autonomy_prefix}/edge/multi_robot/autonomy_status,autonomy_msgs/msg/AutonomyStatus,,8,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""autonomy_objective_id""},{""section"":""message"",""type"":""uint8"",""name"":""status""},{""section"":""message"",""type"":""AutonomyPrimitiveStatus[]"",""name"":""primitive_statuses""},{""section"":""message"",""type"":""uint8"",""name"":""PENDING""},{""section"":""message"",""type"":""uint8"",""name"":""ACTIVE""},{""section"":""message"",""type"":""uint8"",""name"":""COMPLETED""},{""section"":""message"",""type"":""uint8"",""name"":""FAILED""},{""section"":""message"",""type"":""uint8"",""name"":""ABORTED""}]",2,Edge Supervisor,Edge Supervisor: publishes; Edge Supervisor: subscribes,,,backend/edge/agent-tasks-supervisor/ros2ws/src/agent_tasks_supervisor/src/agent_tasks_supervisor_node.cpp:64; backend/edge/agent-tasks-supervisor/ros2ws/src/agent_tasks_supervisor/src/test/test_autonomy.cpp:47,ros-topics/autonomy-prefix-edge-multi-robot-autonomy-status.md
ros:topic:{autonomy_prefix}/edge/multi_robot/autonomy_trajectory,ros_topic,{autonomy_prefix}/edge/multi_robot/autonomy_trajectory,,{autonomy_prefix}/edge/multi_robot/autonomy_trajectory,autonomy_msgs/msg/AutonomyTrajectory,,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""autonomy_objective_id""},{""section"":""message"",""type"":""string<=150000"",""name"":""trajectory""}]",1,Edge Supervisor,Edge Supervisor: subscribes,,,backend/edge/agent-tasks-supervisor/ros2ws/src/agent_tasks_supervisor/src/agent_tasks_supervisor_node.cpp:67,ros-topics/autonomy-prefix-edge-multi-robot-autonomy-trajectory.md
ros:topic:{autonomy_prefix}/edge/multi_robot/detected_obstacle,ros_topic,{autonomy_prefix}/edge/multi_robot/detected_obstacle,,{autonomy_prefix}/edge/multi_robot/detected_obstacle,autonomy_msgs/msg/DetectedObstacle,,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""obstacle_id""},{""section"":""message"",""type"":""string"",""name"":""obstacle_geofence""}]",1,Edge Supervisor,Edge Supervisor: subscribes,,,backend/edge/agent-tasks-supervisor/ros2ws/src/agent_tasks_supervisor/src/agent_tasks_supervisor_node.cpp:61,ros-topics/autonomy-prefix-edge-multi-robot-detected-obstacle.md
ros:topic:{autonomy_prefix}/edge/multi_robot/localization,ros_topic,{autonomy_prefix}/edge/multi_robot/localization,,{autonomy_prefix}/edge/multi_robot/localization,nav_msgs::msg::Odometry,,0,[],2,Edge Supervisor,Edge Supervisor: publishes; Edge Supervisor: subscribes,,,backend/edge/agent-tasks-supervisor/ros2ws/src/agent_tasks_supervisor/src/agent_tasks_supervisor_node.cpp:55; backend/edge/agent-tasks-supervisor/ros2ws/src/agent_tasks_supervisor/src/test/test_autonomy.cpp:43,ros-topics/autonomy-prefix-edge-multi-robot-localization.md
ros:topic:{autonomy_prefix}/edge/multi_robot/vehicle_profile,ros_topic,{autonomy_prefix}/edge/multi_robot/vehicle_profile,,{autonomy_prefix}/edge/multi_robot/vehicle_profile,autonomy_msgs/msg/VehicleProfile,,3,"[{""section"":""message"",""type"":""uint8"",""name"":""active_autonomy_mode""},{""section"":""message"",""type"":""VehicleConstraints"",""name"":""vehicle_constraints""},{""section"":""message"",""type"":""VehicleInfo"",""name"":""vehicle_info""}]",2,Edge Supervisor,Edge Supervisor: publishes; Edge Supervisor: subscribes,,,backend/edge/agent-tasks-supervisor/ros2ws/src/agent_tasks_supervisor/src/agent_tasks_supervisor_node.cpp:58; backend/edge/agent-tasks-supervisor/ros2ws/src/agent_tasks_supervisor/src/test/test_autonomy.cpp:50,ros-topics/autonomy-prefix-edge-multi-robot-vehicle-profile.md
ros_type:autonomy_msgs/msg/AutonomyObjective,ros_type,autonomy_msgs/msg/AutonomyObjective,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/AutonomyObjective.msg,,autonomy_msgs,6,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""id""},{""section"":""message"",""type"":""string<=100"",""name"":""objective_type""},{""section"":""message"",""type"":""bool"",""name"":""parallel_execution""},{""section"":""message"",""type"":""string[]"",""name"":""primitives""},{""section"":""message"",""type"":""float32"",""name"":""max_speed""},{""section"":""message"",""type"":""uint8"",""name"":""mobility_profile""}]",0,,,autonomy_objective,execution,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/AutonomyObjective.msg:1,ros-types/autonomy-msgs-msg-autonomyobjective.md
ros_type:autonomy_msgs/msg/AutonomyPrimitiveStatus,ros_type,autonomy_msgs/msg/AutonomyPrimitiveStatus,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/AutonomyPrimitiveStatus.msg,,autonomy_msgs,10,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""primitive_id""},{""section"":""message"",""type"":""string"",""name"":""primitive_type""},{""section"":""message"",""type"":""uint8"",""name"":""status""},{""section"":""message"",""type"":""float64"",""name"":""progress""},{""section"":""message"",""type"":""string"",""name"":""feedback""},{""section"":""message"",""type"":""uint8"",""name"":""PENDING""},{""section"":""message"",""type"":""uint8"",""name"":""ACTIVE""},{""section"":""message"",""type"":""uint8"",""name"":""COMPLETED""},{""section"":""message"",""type"":""uint8"",""name"":""FAILED""},{""section"":""message"",""type"":""uint8"",""name"":""ABORTED""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/AutonomyPrimitiveStatus.msg:1,ros-types/autonomy-msgs-msg-autonomyprimitivestatus.md
ros_type:autonomy_msgs/msg/AutonomySetObjective,ros_type,autonomy_msgs/msg/AutonomySetObjective,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/AutonomySetObjective.msg,,autonomy_msgs,2,"[{""section"":""message"",""type"":""bool"",""name"":""null_objective""},{""section"":""message"",""type"":""AutonomyObjective"",""name"":""objective""}]",0,,,autonomy_objective,execution,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/AutonomySetObjective.msg:1,ros-types/autonomy-msgs-msg-autonomysetobjective.md
ros_type:autonomy_msgs/msg/AutonomyStatus,ros_type,autonomy_msgs/msg/AutonomyStatus,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/AutonomyStatus.msg,,autonomy_msgs,8,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""autonomy_objective_id""},{""section"":""message"",""type"":""uint8"",""name"":""status""},{""section"":""message"",""type"":""AutonomyPrimitiveStatus[]"",""name"":""primitive_statuses""},{""section"":""message"",""type"":""uint8"",""name"":""PENDING""},{""section"":""message"",""type"":""uint8"",""name"":""ACTIVE""},{""section"":""message"",""type"":""uint8"",""name"":""COMPLETED""},{""section"":""message"",""type"":""uint8"",""name"":""FAILED""},{""section"":""message"",""type"":""uint8"",""name"":""ABORTED""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/AutonomyStatus.msg:1,ros-types/autonomy-msgs-msg-autonomystatus.md
ros_type:autonomy_msgs/msg/AutonomyTrajectory,ros_type,autonomy_msgs/msg/AutonomyTrajectory,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/AutonomyTrajectory.msg,,autonomy_msgs,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""autonomy_objective_id""},{""section"":""message"",""type"":""string<=150000"",""name"":""trajectory""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/AutonomyTrajectory.msg:1,ros-types/autonomy-msgs-msg-autonomytrajectory.md
ros_type:autonomy_msgs/msg/DetectedObstacle,ros_type,autonomy_msgs/msg/DetectedObstacle,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/DetectedObstacle.msg,,autonomy_msgs,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""obstacle_id""},{""section"":""message"",""type"":""string"",""name"":""obstacle_geofence""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/DetectedObstacle.msg:1,ros-types/autonomy-msgs-msg-detectedobstacle.md
ros_type:autonomy_msgs/msg/Localization,ros_type,autonomy_msgs/msg/Localization,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/Localization.msg,,autonomy_msgs,4,"[{""section"":""message"",""type"":""std_msgs/Header"",""name"":""header""},{""section"":""message"",""type"":""geographic_msgs/GeoPoint"",""name"":""position""},{""section"":""message"",""type"":""geometry_msgs/Quaternion"",""name"":""orientation""},{""section"":""message"",""type"":""float64[36]"",""name"":""covariance""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/Localization.msg:1,ros-types/autonomy-msgs-msg-localization.md
ros_type:autonomy_msgs/msg/MissionData,ros_type,autonomy_msgs/msg/MissionData,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/.devcontainer/msg/MissionData.msg,,autonomy_msgs,5,"[{""section"":""message"",""type"":""uint8"",""name"":""active_autonomy_mode""},{""section"":""message"",""type"":""uint8"",""name"":""mission_status""},{""section"":""message"",""type"":""VehicleConstraints"",""name"":""vehicle_constraints""},{""section"":""message"",""type"":""VehicleInfo"",""name"":""vehicle_info""},{""section"":""message"",""type"":""float64"",""name"":""speed""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/.devcontainer/msg/MissionData.msg:1,ros-types/autonomy-msgs-msg-missiondata.md
ros_type:autonomy_msgs/msg/SensorProperties,ros_type,autonomy_msgs/msg/SensorProperties,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/SensorProperties.msg,,autonomy_msgs,3,"[{""section"":""message"",""type"":""uint8"",""name"":""type""},{""section"":""message"",""type"":""uint8"",""name"":""status""},{""section"":""message"",""type"":""float64[]"",""name"":""field_of_view""}]",0,,,autonomy_vehicle_profile,robot discovery,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/SensorProperties.msg:1,ros-types/autonomy-msgs-msg-sensorproperties.md
ros_type:autonomy_msgs/msg/SwarmingObjective,ros_type,autonomy_msgs/msg/SwarmingObjective,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/.devcontainer/msg/SwarmingObjective.msg,,autonomy_msgs,5,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""id""},{""section"":""message"",""type"":""string<=100"",""name"":""arrival_point""},{""section"":""message"",""type"":""string<=150000[<=1]"",""name"":""path""},{""section"":""message"",""type"":""float32"",""name"":""max_speed""},{""section"":""message"",""type"":""uint8"",""name"":""mobility_profile""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/.devcontainer/msg/SwarmingObjective.msg:1,ros-types/autonomy-msgs-msg-swarmingobjective.md
ros_type:autonomy_msgs/msg/SwarmingSetObjective,ros_type,autonomy_msgs/msg/SwarmingSetObjective,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/.devcontainer/msg/SwarmingSetObjective.msg,,autonomy_msgs,2,"[{""section"":""message"",""type"":""bool"",""name"":""null_objective""},{""section"":""message"",""type"":""AutonomyObjective"",""name"":""objective""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/.devcontainer/msg/SwarmingSetObjective.msg:1,ros-types/autonomy-msgs-msg-swarmingsetobjective.md
ros_type:autonomy_msgs/msg/SwarmingStatus,ros_type,autonomy_msgs/msg/SwarmingStatus,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/.devcontainer/msg/SwarmingStatus.msg,,autonomy_msgs,6,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""autonomy_objective_id""},{""section"":""message"",""type"":""uint8"",""name"":""status""},{""section"":""message"",""type"":""uint32"",""name"":""time_to_arrival""},{""section"":""message"",""type"":""uint32"",""name"":""distance_to_arrival""},{""section"":""message"",""type"":""float32"",""name"":""needed_energy_to_arrival""},{""section"":""message"",""type"":""string<=2000"",""name"":""blockages""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/.devcontainer/msg/SwarmingStatus.msg:1,ros-types/autonomy-msgs-msg-swarmingstatus.md
ros_type:autonomy_msgs/msg/SwarmingTrajectory,ros_type,autonomy_msgs/msg/SwarmingTrajectory,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/.devcontainer/msg/SwarmingTrajectory.msg,,autonomy_msgs,2,"[{""section"":""message"",""type"":""unique_identifier_msgs/UUID"",""name"":""autonomy_objective_id""},{""section"":""message"",""type"":""string<=150000"",""name"":""trajectory""}]",0,,,,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/.devcontainer/msg/SwarmingTrajectory.msg:1,ros-types/autonomy-msgs-msg-swarmingtrajectory.md
ros_type:autonomy_msgs/msg/VehicleConstraints,ros_type,autonomy_msgs/msg/VehicleConstraints,,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/VehicleConstraints.msg,,autonomy_msgs,4,"[{""section"":""message"",""type"":""geometry_msgs/Twist"",""name"":""max_speed""},{""section"":""message"",""type"":""geometry_msgs/Accel"",""name"":""max_acceleration""},{""section"":""message"",""type"":""float64"",""name"":""max_weight""},{""section"":""message"",""type"":""float64"",""name"":""max_tilt_angle""}]",0,,,autonomy_vehicle_profile,robot discovery,backend/fog/centralized-coordination/src/message_packages/autonomy_msgs/msg/VehicleConstraints.msg:1,ros-types/autonomy-msgs-msg-vehicleconstraints.md
